evento_id,resultado_numero,sigla,nome_evento,nome_scholar,h5,h5_median,qualis
1115,1,SANER,"IEEE International Conference on Software Analysis, Evolution and Reengineering","IEEE International Conference on Software Analysis, Evolution and Reengineering",NULL,NULL,A1
1116,1,SARNOFF,IEEE Sarnoff Symposium,IEEE Sarnoff Symposium,NULL,NULL,B2
1117,1,SAS,IEEE Sensors Applications Symposium,IEEE Sensors Applications Symposium (SAS),15,20,A3
1118,1,SAST,Brazilian Symposium on Systematic and Automated Software Testing,Brazilian Symposium on Systematic and Automated Software Testing,NULL,NULL,B1
1119,1,SAT,International Conference on Theory and Applications of Satisfiability Testing,International Conference on Theory and Applications of Satisfiability Testing,NULL,NULL,A3
1120,1,SBAC-PAD,International Symposium on Computer Architecture and High Performance Computing,"International Symposium on Computer Architecture and High Performance Computing, SBAC-PAD",14,22,A4
1121,1,SBACPADW,International Symposium on Computer Architecture and High Performance Computing Workshop,International Symposium on Computer Architecture and High Performance Computing Workshop,NULL,NULL,B4
1122,1,SBAI,Simpósio Brasileiro de Automação Inteligente,Simpósio Brasileiro de Automação Inteligente-SBAI,4,5,B4
1123,1,SBBD,Simpósio Brasileiro de Banco de Dados,Simpósio Brasileiro de Banco de Dados (SBBD),4,7,A4
1124,1,SBCARS,"Brazilian Symposium on Components, Architectures and Reuse Software","Brazilian Symposium on Components, Architectures and Reuse Software",NULL,NULL,B1
1125,1,SBCAS,Simpósio Brasileiro de Computação Aplicada à Saúde,Simpósio Brasileiro de Computação Aplicada à Saúde (SBCAS),7,8,A4
1126,1,SBCCI,Symposium on Integrated Circuits and Systems Design,Symposium on Integrated Circuits and Systems Design,9,11,A4
1126,2,SBCCI,Symposium on Integrated Circuits and Systems Design,SBC/SBMicro/IEEE/ACM Symposium on Integrated Circuits and Systems Design,9,10,A4
1127,1,SBCM,Simpósio Brasileiro de Computação Musical,Simpósio Brasileiro de Computação Musical,NULL,NULL,B1
1128,1,SBCUP,Simpósio Brasileiro de Computação Ubíqua e Pervasiva,Simpósio Brasileiro de Computação Ubíqua e Pervasiva,NULL,NULL,B4
1129,1,SBES,Brazilian Symposium on Software Engineering,Brazilian Symposium on Software Engineering,23,32,A3
1130,1,SBESC,Brazilian Symposium on Computing Systems Engineering,Brazilian Symposium on Computing Systems Engineering,9,12,A4
1131,1,SBGAMES,Simpósio Brasileiro de Jogos e Entretenimento Digital,Simpósio Brasileiro de Jogos e Entretenimento Digital (SBGames),10,14,A4
1132,1,SBIAGRO,Congresso Brasileiro de Agroinformática,Congresso Brasileiro de Agroinformática (SBIAGRO),3,5,B4
1133,1,SBIE,Simpósio Brasileiro de Informática na Educação,Simpósio Brasileiro de Informática na Educação (SBIE),15,19,A3
1134,1,SBLP,Brazilian Symposium on Programming Languages,Brazilian Symposium on Programming Languages,NULL,NULL,A4
1135,1,SBMF,Brazilian Symposium on Formal Methods,Brazilian Symposium on Formal Methods,NULL,NULL,A4
1136,1,SBMICRO,Symposium on Microelectronics Technology and Devices,Symposium on Microelectronics Technology and Devices,4,5,B4
1137,1,SBPO,Simpósio Brasileiro de Pesquisa Operacional,Simpósio Brasileiro de Pesquisa Operacional,NULL,NULL,A4
1138,1,SBQS,Simpósio Brasileiro de Qualidade de Software,Simpósio Brasileiro de Qualidade de Software,NULL,NULL,B1
1139,1,SBRC,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),8,13,A4
1140,1,SBrT,Simpósio Brasileiro de Telecomunicações e Processamento de Sinais,Simpósio Brasileiro de Telecomunicações e Processamento de Sinais,NULL,NULL,B4
1141,1,SBSC,Simpósio Brasileiro de Sistemas Colaborativos,Simpósio Brasileiro de Sistemas Colaborativos,NULL,NULL,B1
1142,1,SBSeg,Simpósio Brasileiro de Segurança da Informação e de Sistemas Computacionais,Simpósio Brasileiro de Segurança da Informação e de Sistemas Computacionais (SBSeg),6,11,A4
1143,1,SBSI,Simpósio Brasileiro de Sistemas de Informação,Simpósio Brasileiro de Sistemas de Informação (SBSI),6,8,A4
1144,1,SBSR,Simpósio Brasileiro de Sensoriamento Remoto,Simpósio Brasileiro de Sensoriamento Remoto,NULL,NULL,B3
1145,1,SBTI,Simpósio Brasileiro de Tecnologia da Informação,Simpósio Brasileiro de Tecnologia da Informação e da Linguagem Humana (STIL),8,16,B4
1146,1,SC,"International Conference for High Performance Computing, Networking, Storage and Analysis","International Conference for High Performance Computing, Networking, Storage and Analysis",50,88,A1
1147,1,SCA,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,NULL,NULL,A3
1148,1,SCAM,IEEE International Working Conference on Source Code Analysis and Manipulation,IEEE International Working Conference on Source Code Analysis and Manipulation,16,23,A4
1149,1,SCCTSA,"International Workshop on Smart City Clouds: Technologies, Systems and Applications","International Workshop on Smart City Clouds: Technologies, Systems and Applications",NULL,NULL,B4
1150,1,SciVis,IEEE Scientific Visualization,IEEE Scientific Visualization,NULL,NULL,B4
1151,1,SCOPES,Software and Compilers for Embedded Systems,Software and Compilers for Embedded Systems,NULL,NULL,B2
1152,1,SDM,SIAM International Conference on Data Mining,SIAM International Conference on Data Mining (SDM),36,66,A1
1153,1,SDPC,"International Conference on Sensing, Diagnostics, Prognostics, and Control","IEEE International Conference on Sensing, Diagnostics, Prognostics, and Control",9,11,B3
1154,1,SDS,International Conference on Software Defined Systems,International Conference on Software Defined Systems,14,24,A4
1155,1,SE4Science,International Workshop on Software Engineering for Science,International Workshop on Software Engineering for Science,NULL,NULL,B2
1156,1,SEA,International Symposium on Experimental Algorithms,International Symposium on Experimental Algorithms,11,17,A3
1157,1,SEAA,Euromicro Conference on Software Engineering and Advanced Applications,Euromicro Conference on Software Engineering and Advanced Applications,23,37,A4
1158,1,SeAC,Workshop on Self-Aware Computing,Workshop on Self-Aware Computing,NULL,NULL,B4
1159,1,SEAMS,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,21,33,A3
1160,1,SEC,International Conference on ICT Systems Security and Privacy Protection,IFIP TC 11 International Conference on ICT Systems Security and Privacy Protection,15,33,A4
1161,1,SeCoGis,International Workshop on Semantic and Conceptual Issues in Geographic Information Systems,International Workshop on Semantic and Conceptual Issues in Geographic Information Systems,NULL,NULL,B3
1162,1,SECON,"IEEE International Conference on Sensing, Communication and Networking","IEEE International Conference on Sensing, Communication and Networking",NULL,NULL,A2
1163,1,SECRYPT,International Conference on Security and Cryptography,International Conference on Security and Cryptography (SECRYPT),13,16,B1
1164,1,SEFM,International Conference on Software Engineering and Formal Methods,International Conference on Software Engineering and Formal Methods,NULL,NULL,A3
1165,1,SEGAH,International Conference on Serious Games and Applications for Health,International Conference on Serious Games and Applications for Health (SeGAH),18,21,A3
1166,1,SEKE,International Conference on Software Engineering and Knowledge Engineering,International Conference on Software Engineering and Knowledge Engineering (SEKE),14,21,A4
1167,1,SEMEVAL,International Workshop on Semantic Evaluation,International Workshop on Semantic Evaluation,40,72,A1
1168,1,SEMISH,Seminário Integrado de Software e Hardware,Seminário Integrado de Software e Hardware (SEMISH),5,10,A4
1169,1,SENSORNETS,International Conference on Sensor Networks,International Conference on Mobile Ad-hoc and Sensor Networks,19,23,B2
1170,1,SenSys,ACM Conference on Embedded Network Sensor Systems,ACM Conference on Embedded Network Sensor Systems,NULL,NULL,A2
1171,1,SEPLN,CONFERENCE OF THE SPANISH SOCIETY FOR NATURAL LANGUAGE PROCESSING,CONFERENCE OF THE SPANISH SOCIETY FOR NATURAL LANGUAGE PROCESSING,NULL,NULL,B4
1172,1,SERA,"Software Engineering Research, Management and Applications","Software Engineering Research, Management and Applications",NULL,NULL,B2
1173,1,SERIAL,Workshop on Scalable and Resilient Infrastructures for Distributed Ledgers,Workshop on Scalable and Resilient Infrastructures for Distributed Ledgers,NULL,NULL,B2
1174,1,SERP4IoT,International Workshop on Software Engineering Research & Practices for the Internet of Things,International Workshop on Software Engineering Research & Practices for the Internet of Things,NULL,NULL,B3
1175,1,SERVICES,IEEE World Congress on Services,IEEE World Congress on Services,NULL,NULL,B1
1176,1,SESoS,International Workshop on Software Engineering for Systems-of-Systems,International Workshop on Software Engineering for Systems-of-Systems,NULL,NULL,B3
1177,1,SeWeBMeDA,Workshop on Semantic Web Solutions for Large-Scale Biomedical,Workshop on Semantic Web Solutions for Large-Scale Biomedical,NULL,NULL,B4
1178,1,SGP,Eurographics Symposium on Geometry Processing,Eurographics Symposium on Geometry Processing,NULL,NULL,A1
1179,1,SIBGRAPI,"Conference on Graphics, Patterns and Images","SIBGRAPI Conference on Graphics, Patterns and Images",22,37,A3
1180,1,SIES,International Symposium on Industrial Embedded Systems,International Symposium on Industrial Embedded Systems,NULL,NULL,B2
1181,1,SIGCOMM,ACM SIGCOMM Conference,ACM SIGCOMM Conference,64,103,A1
1182,1,SIGCSE,ACM Technical Symposium on Computer Science Education,ACM Technical Symposium on Computer Science Education,NULL,NULL,A2
1183,1,SIGDIAL,Annual Meeting of the Special Interest Group on Discourse and Dialogue,Annual Meeting of the Special Interest Group on Discourse and Dialogue (SIGDIAL),26,57,A2
1184,1,SIGDOC,ACM International Conference on Design of Communication,ACM International Conference on Design of Communication,12,19,B2
1185,1,SIGGRAPH,International Conference and Exibition on Computer Graphics and Interactive Techniques,International Conference and Exibition on Computer Graphics and Interactive Techniques,NULL,NULL,A1
1186,1,SIGGRAPH Asia,ACM International Conference On Computer Graphics & Interactive Techniques / Asia,ACM International Conference On Computer Graphics & Interactive Techniques / Asia,NULL,NULL,A1
1187,1,SIGIR,International ACM SIGIR Conference on Research and Development in Information Retrieval,International ACM SIGIR Conference on Research and Development in Information Retrieval,NULL,NULL,A1
1188,1,SIGIReCom,SIGIR Workshop on eCommerce,SIGIR Workshop on eCommerce,NULL,NULL,B4
1189,1,SIGKDD,ACM International Conference on Knowledge Discovery and Data Mining,ACM International Conference on Knowledge Discovery and Data Mining,NULL,NULL,B4
1190,1,SIGMOD,ACM Conference on Management of Data,ACM SIGMOD International Conference on Management of Data,74,110,A1
1191,1,SIGSE,ACM Technical Symposium on Computer Science Education,ACM Technical Symposium on Computer Science Education,NULL,NULL,A2
1192,1,SIGSPATIAL,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,NULL,NULL,A3
1193,1,SII,IEEE/SICE International Symposium on System Integration,IEEE/SICE International Symposium on System Integration,19,30,B1
1194,1,SIIE,Simpósio Internacional de Informática Educatica,Simpósio Internacional de Informática Educatica,NULL,NULL,B1
1195,1,SIMBig,Annual International Symposium on Information Management and Big Data,Annual International Symposium on Information Management and Big Data,NULL,NULL,B3
1196,1,SIMPAR,"IEEE International Conference on Simulation, Modeling, and Programming for Autonomous Robots","IEEE International Conference on Simulation, Modeling, and Programming for Autonomous Robots",NULL,NULL,B1
1197,1,SIMPDA,International Sysmposium on Data-Driven Process Discovery and Analysis,International Sysmposium on Data-Driven Process Discovery and Analysis,NULL,NULL,B4
1198,1,SIMULTECH,"International Conference on Simulation and Modeling Methodologies, Technologies and Applications","International Conference on Simulation and Modeling Methodologies, Technologies, and Applications (SIMULTECH)",10,13,B2
1199,1,SIoT,International Workshop on Secure Internet of Things,International Workshop on Secure Internet of Things,NULL,NULL,B3
1200,1,SISAP,nternational Conference on Similarity Search and Applications,nternational Conference on Similarity Search and Applications,NULL,NULL,B1
1201,1,SLATE,"Symposium on Languages, Applications and Technologies","Symposium on Languages, Applications and Technologies",NULL,NULL,B3
1202,1,SLE,ACM SIGPLAN International Conference on Software Language Engineering,ACM SIGPLAN International Conference on Software Language Engineering,NULL,NULL,A4
1203,1,SLERD,Conference on Smart Learning Ecosystems and Regional Development,Conference on Smart Learning Ecosystems and Regional Development,NULL,NULL,B3
1204,1,SMARTCOMP,International Conference on Smart Computing,International Conference on Emerging Smart Computing and Informatics,29,39,A3
1204,2,SMARTCOMP,International Conference on Smart Computing,International Conference on Big Data and Smart Computing (BIGCOMP),25,40,A3
1204,3,SMARTCOMP,International Conference on Smart Computing,"International Conference on Smart Technologies in Computing, Electrical and Electronics",21,37,A3
1204,4,SMARTCOMP,International Conference on Smart Computing,IEEE International Conference on Smart Computing,21,29,A3
1204,5,SMARTCOMP,International Conference on Smart Computing,"International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems",19,32,A3
1204,6,SMARTCOMP,International Conference on Smart Computing,"International Conference on Smart Generation Computing, Communication and Networking",17,23,A3
1204,7,SMARTCOMP,International Conference on Smart Computing,International Conference on Sustainable Computing and Smart Systems,16,21,A3
1204,8,SMARTCOMP,International Conference on Smart Computing,International Research Conference on Smart Computing and Systems Engineering,16,20,A3
1204,9,SMARTCOMP,International Conference on Smart Computing,International Conference on Intelligent Controller and Computing for Smart Power,16,19,A3
1204,10,SMARTCOMP,International Conference on Smart Computing,International Conference on Smart Computing and Communications,15,19,A3
1204,11,SMARTCOMP,International Conference on Smart Computing,International Conference on Smart Technologies and Systems for Next Generation Computing,13,30,A3
1204,12,SMARTCOMP,International Conference on Smart Computing,"International Conference on Advancements in Smart, Secure and Intelligent Computing",12,17,A3
1204,13,SMARTCOMP,International Conference on Smart Computing,"International Conference on Advances in Computing, Communication, Electrical, and Smart Systems",6,6,A3
1204,14,SMARTCOMP,International Conference on Smart Computing,International Conference on Smart Computing and Communication,4,10,A3
1205,1,SMARTGREENS,International Conference on Smart Grids and Green ICT Systems,International Conference on Smart Grids and Green ICT Systems,NULL,NULL,B2
1206,1,SMARTGRIDCOMM,IEEE International Conference on Smart Grid Communications,IEEE International Conference on Smart Grid Communications (SmartGridComm),21,36,A3
1207,1,SMC,"IEEE International Conference on Systems, Man and Cybernetics","IEEE International Conference on Systems, Man and Cybernetics",36,48,A2
1208,1,SMusC,Sound and Music Computing Conference,Sound and Music Computing Conference,NULL,NULL,B1
1209,1,SNAA,Workshop on Social Network Analysis in Applications,Workshop on Social Network Analysis in Applications,NULL,NULL,B4
1210,1,SOCA,IEEE Conference on Service-Oriented Computing and Applications,IEEE Conference on Service-Oriented Computing and Applications,NULL,NULL,B4
1211,1,SOCC,IEEE International System-on-Chip Conference,IEEE/IFIP International Conference on VLSI and System-on-Chip (VLSI-SoC),14,18,B1
1212,1,SoCG,International Symposium on Computational Geometry,International Symposium on Computational Geometry,NULL,NULL,A3
1213,1,SOCIALCOM,International Conference on Social Computing,International Conference on Pervasive Computing and Social Networking,15,22,A4
1213,2,SOCIALCOM,International Conference on Social Computing,International Conference on Behavioural and Social Computing,13,17,A4
1214,1,SOCINFO,International Conference on Social Informatics,Multidisciplinary International Social Networks Conference on Social Informatics,6,11,A3
1215,1,SoCPaR,International Conference on Soft Computing and Pattern Recognition,International Conference on Soft Computing and Pattern Recognition,NULL,NULL,B3
1216,1,SODA,ACM-SIAM Symposium on Discrete Algorithms,ACM SIAM Symposium on Discrete Algorithms,50,68,A1
1217,1,SOFSEM,International Conference on Current Trends in Theory and Practice of Computer Science,International Conference on Current Trends in Theory and Practice of Computer Science,NULL,NULL,B2
1218,1,SOFTCOM,"International Conference on Software, Telecommunications and Computer Networks","International Conference on Software, Telecommunications and Computer Networks",15,23,A4
1219,1,SOFTENG-IARIA,IARIA International Conference on Advances and Trends in Software Engineering,IARIA International Conference on Advances and Trends in Software Engineering,NULL,NULL,B4
1220,1,SoftStart,International Workshop on Software Engineering for Startups,International Workshop on Software Engineering for Startups,NULL,NULL,B4
1221,1,SORT,IEEE Workshop on Self-Organizing Real-Time Systems,IEEE Workshop on Self-Organizing Real-Time Systems,NULL,NULL,B4
1222,1,SOSE,IEEE International Symposium on Service-Oriented System Engineering,IEEE International Symposium on Service-Oriented System Engineering,NULL,NULL,A4
1223,1,SoSEC,IEEE Annual System of Systems Engineering Conference,IEEE Annual System of Systems Engineering Conference,NULL,NULL,A3
1224,1,SOSP,ACM Symposium on Operating Systems Principles,ACM Symposium on Operating Systems Principles,NULL,NULL,A1
1225,1,SOSR,Symposium on Software Defined Networking Research,Symposium on Software Defined Networking Research,NULL,NULL,A2
1226,1,SOUPS,Symposium On Usable Privacy and Security,Symposium On Usable Privacy and Security,35,50,A2
1227,1,SoWeMi,International Workshop on Mining the Social Web,International Workshop on Mining the Social Web,NULL,NULL,B4
1228,1,SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,ACM Symposium on Parallelism in Algorithms and Architectures (SPAA),21,30,A3
1229,1,SpaCCS,"International Conference on Security, Privacy and Anonymity in Computation, Communication and Storage","International Conference on Security, Privacy and Anonymity in Computation, Communication and Storage",NULL,NULL,B1
1230,1,SPACE,"International Conference on Security, Privacy, and Applied Cryptography Engineering","International Conference on Security, Privacy, and Applied Cryptography Engineering",NULL,NULL,B1
1231,1,SpatialBigData,Spatial Big Data and Machine Learning in GIScience,Spatial Big Data and Machine Learning in GIScience,NULL,NULL,B4
1232,1,SpatialGems,ACM SIGSPATIAL International Workshop on Spatial Gems,ACM SIGSPATIAL International Workshop on Spatial Gems,NULL,NULL,B4
1233,1,SPIRE,International Symposium on String Processing and Information Retrieval,International Symposium on String Processing and Information Retrieval,12,18,B1
1234,1,SPLASH,"ACM SIGPLAN Conference on Systems, Programming, Languages, and Applications: Software for Humanity","ACM SIGPLAN Conference on Systems, Programming, Languages, and Applications: Software for Humanity",NULL,NULL,B1
1235,1,SPLC,International Software Product Line Conference,International Software Product Line Conference,23,32,A3
1236,1,SPM,"International Conference on Signal, Image Processing and Multimedia","International Conference on Signal, Image Processing and Multimedia",NULL,NULL,B4
1237,1,SpringSim,Spring Simulation Conference,Spring Simulation Conference,NULL,NULL,B1
1238,1,SRDS,IEEE Symposium on Reliable Distributed Systems,IEEE Symposium on Reliable Distributed Systems,NULL,NULL,A3
1239,1,SSBSE,International Symposium on Search Based Software Engineering,International Symposium on Search Based Software Engineering,NULL,NULL,B1
1240,1,SSCC,International Symposium on Security in Computing and Communications,International Symposium on Security in Computing and Communications,NULL,NULL,B2
1241,1,SSCI,IEEE Symposium Series on Computational Intelligence,IEEE Symposium Series on Computational Intelligence,31,45,A2
1242,1,SSDBM,International Conference on Scientific and Statistical Database Management,International Conference on Scientific and Statistical Database Management,NULL,NULL,A3
1243,1,SSIAI,Southwest Symposium on Image Analysis and Interpretation,Southwest Symposium on Image Analysis and Interpretation,NULL,NULL,B2
1244,1,SSPR,International Workshop on Structural and Syntactic Pattern Recognition,International Workshop on Structural and Syntactic Pattern Recognition,NULL,NULL,B1
1245,1,SSRR,"International Symposium on Safety, Security and Rescue Robotics","International Symposium on Safety, Security and Rescue Robotics",NULL,NULL,A3
1246,1,SSTD,International Symposium on Spatial and Temporal Databases,International Symposium on Spatial and Temporal Databases,NULL,NULL,A4
1247,1,STACS,Symposium on Theoretical Aspects of Computer Science,Symposium on Theoretical Aspects of Computer Science (STACS),24,27,A3
1248,1,STIL,Brazilian Symposium in Information and Human Language Technology,Brazilian Symposium in Information and Human Language Technology,NULL,NULL,B1
1249,1,STOC,ACM Symposium on Theory of Computing,ACM Symposium on Theory of Computing,63,89,A1
1250,1,SUGARLOAFPLOP,Latin American Conference on Pattern Languages of Programs,Latin American Conference on Pattern Languages of Programs,NULL,NULL,B4
1251,1,SUI,Symposium on Spatial User Interaction,ACM Symposium on Spatial User Interaction,18,23,A3
1252,1,SUM,International Conference on Scalable Uncertainty Management,International Conference on Scalable Uncertainty Management,NULL,NULL,B2
1253,1,SustainIT,Conference on Sustainable Internet and ICT for Sustainability,Conference on Sustainable Internet and ICT for Sustainability,NULL,NULL,B4
1254,1,SVR,Symposium on Virtual and Augmented Reality,Symposium on Virtual and Augmented Reality,15,30,A4
1255,1,SWAT,Scandinavian Workshop on Algorithm Theory,Scandinavian Workshop on Algorithm Theory (SWAT),11,15,B2
1256,1,SWQD,Conference Software Quality Days,Conference Software Quality Days,NULL,NULL,A3
1257,1,SYSCON,IEEE International Systems Conference,IEEE International Systems Conference (SysCon),19,23,A4
1258,1,SYSTOL,Conference on Control and Fault-Tolerant Systems,Conference on Control and Fault-Tolerant Systems,NULL,NULL,B1
1259,1,TABLEAUX,International Conference on Automated Reasoning with Analytic Tableaux and Related Methods,International Conference on Automated Reasoning with Analytic Tableaux and Related Methods,NULL,NULL,B1
1260,1,TAC,Text Analysis Conference,Text Analysis Conference,NULL,NULL,B1
1261,1,TACAS,International Conference on Tools and Algorithms for the Construction and Analysis of Systems,International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS),35,47,A2
1262,1,TAPAS,Workshop on Tools for Automatic Program Analysis,Workshop on Tools for Automatic Program Analysis,NULL,NULL,B4
1263,1,TAROS,Conference Towards Autonomous Robotics Systems,Conference Towards Autonomous Robotics Systems,NULL,NULL,A4
1264,1,TASE,Theoretical Aspects of Software Engineering,International Symposium on Theoretical Aspects of Software Engineering,10,14,B1
1265,1,TCC,Theory of Cryptography,Theory of Cryptography,35,50,A1
1266,1,TechDebt,International Conference on Technical Debt,International Conference on Technical Debt,NULL,NULL,B1
1267,1,TEEM,Technological Ecosystems for Enhancing Multiculturality,International Conference on Technological Ecosystems for Enhancing Multiculturality,22,33,A2
1268,1,TEI,"International Conference on Tangible, Embedded and Embodied Interaction","International Conference on Tangible, Embedded, and Embodied Interaction",31,43,A2
1269,1,TextGraphs,Workshop on Graph-based Methods for Natural Language Processing,Workshop on Graph-based Methods for Natural Language Processing,NULL,NULL,B2
1270,1,TIMBRE,Interdisciplinary Workshop on Timbre,Interdisciplinary Workshop on Timbre,NULL,NULL,B4
1271,1,TISE,Congreso Internacional de Informática Educativa,Congreso Internacional de Informática Educativa,NULL,NULL,B4
1272,1,TPDL,International Conference on Theory and Practice of Digital Libraries,International Conference on Theory and Practice of Digital Libraries,13,20,A4
1273,1,TREC,Text Retrieval Conference,Text REtrieval Conference (TREC),15,39,B1
1274,1,TRUST,International Workshop on Trust in Agent societies,International Workshop on Trust in Agent societies,NULL,NULL,B4
1275,1,TRUSTCOM,"International Conference on Trust, Security and Privacy in Computing and Communications","IEEE International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",31,40,A2
1276,1,TSD,"International Conference on Text, Speech and Dialogue","International Conference on Text, Speech and Dialogue",NULL,NULL,A4
1277,1,TVX,ACM International Conference on Interactive Experiences for TV and Online Video,ACM International Conference on Interactive Experiences for TV and Online Video,NULL,NULL,A4
1278,1,UAI,Conference on Uncertainty in Artificial Intelligence,Conference on Uncertainty in Artificial Intelligence (UAI),50,85,A1
1279,1,UBICOMM-IARIA,"IARIA International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies","IARIA International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",NULL,NULL,B4
1280,1,UbiComp,ACM International Joint Conference on Pervasive and Ubiquitous Computing,ACM International Joint Conference on Pervasive and Ubiquitous Computing,NULL,NULL,A1
1281,1,UBIMUS,Workshop de Música Ubíqua,Workshop de Música Ubíqua,NULL,NULL,B4
1282,1,UCAMI,International Conference on Ubiquitous Computing and Ambient Intelligence,International Conference on Ubiquitous Computing and Ambient Intelligence,NULL,NULL,B1
1283,1,UCC,IEEE/ACM International Conference on Utility and Cloud Computing,IEEE/ACM International Conference on Utility and Cloud Computing,NULL,NULL,A3
1284,1,UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,IEEE International Conference on Ubiquitous Intelligence and Computing,NULL,NULL,B1
1285,1,UIST,ACM User Interface Software Technology Symposium,ACM Symposium on User Interface Software and Technology,53,79,A1
1286,1,UKSIM,International Conference on Computer Modelling and Simulation,International Conference on Computer Modelling and Simulation,NULL,NULL,B2
1287,1,UMAP,"International Conference on User Modeling, Adaptation and Personalization","International Conference on User Modeling, Adaptation and Personalization (UMAP)",33,53,A2
1288,1,UNET,International Symposium on Ubiquitous Networking,International Symposium on Ubiquitous Networking,NULL,NULL,B2
1289,1,UNIF,International Workshop on Unification,International Workshop on Unification,NULL,NULL,B4
1290,1,UR,International Conference on Ubiquitous Robots and Ambient Intelligence,International Conference on Ubiquitous Robots and Ambient Intelligence,NULL,NULL,A4
1291,1,USENIX Security,USENIX Security Symposium,USENIX Security Symposium,116,170,A1
1292,1,USIHC,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador,NULL,NULL,B4
1293,1,UTP,International Symposium on Unifying Theories of Programming,International Symposium on Unifying Theories of Programming,NULL,NULL,B4
1294,1,VALUETOOLS,EAI International Conference on Performance Evaluation Methodologies and Tools,EAI International Conference on Performance Evaluation Methodologies and Tools,NULL,NULL,B2
1295,1,VAMOS,International Workshop on Variability Modelling of Software-intensive Systems,International Workshop on Variability Modelling of Software-intensive Systems,NULL,NULL,A4
1296,1,VarDial,"Workshop on NLP for Similar Languages, Varieties and Dialects","Workshop on NLP for Similar Languages, Varieties and Dialects",16,19,A3
1297,1,VAST,IEEE Conference on Visual Analytics Science and Technology,IEEE Conference on Visual Analytics Science and Technology,NULL,NULL,A3
1298,1,VCIP,IEEE International Conference on Visual Communications and Image Processing,IEEE International Conference on Visual Communications and Image Processing,NULL,NULL,A3
1299,1,VECIMS/CIVEMSA,IEEE International Conference on Virtual Environments Human-Computer Interfaces and Measurement Systems,IEEE International Conference on Virtual Environments Human-Computer Interfaces and Measurement Systems,NULL,NULL,B2
1300,1,VECPAR,International Meeting on High Performance Computing for Computational Science,International Meeting on High Performance Computing for Computational Science,NULL,NULL,B4
1301,1,VEE,International Conference on Virtual Execution Environments,International Conference on Virtual Execution Environments,NULL,NULL,B1
1302,1,VEM,"Workshop on Software Visualization, Evolution and Maintenance","Workshop on Software Visualization, Evolution and Maintenance",NULL,NULL,B4
1303,1,Videojogos,Conference on Videogame Sciences and Arts,Conference on Videogame Sciences and Arts,NULL,NULL,B4
1304,1,VISAPP,International Conference on Computer Vision Theory and Applications,International Conference on Computer Vision Theory and Applications,30,39,A3
1304,2,VISAPP,International Conference on Computer Vision Theory and Applications,"International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",10,27,A3
1304,3,VISAPP,International Conference on Computer Vision Theory and Applications,"International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",7,10,A3
1305,1,VISIGRAPP,"Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications","International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",10,27,B2
1305,2,VISIGRAPP,"Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications","International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",7,10,B2
1306,1,VISSOFT,IEEE Working Conference on Software Visualization,IEEE Working Conference on Software Visualization,NULL,NULL,B1
1307,1,VLDB,International Conference on Very Large Data Bases,International Conference on Very Large Databases,90,125,A1
1308,1,VLHCC,IEEE Symposium on Visual Languages and Human-Centric Computing,IEEE Symposium on Visual Languages and Human-Centric Computing,19,30,A3
1309,1,VLSI,International Conference on Very Large Scale Integration,International Conference on Very Large Scale Integration,NULL,NULL,B1
1310,1,VLSI-DAT,"International Symposium on VLSI Design, Automation and Test","International Symposium on VLSI Design, Automation and Test (VLSI-DAT)",12,17,B2
1311,1,VLSI-SOC,IEEE/IFIP International Conference on VLSI and System-on-Chip,IEEE/IFIP International Conference on VLSI and System-on-Chip (VLSI-SoC),14,18,B1
1312,1,VLSID,International Conference on VLSI Design,International Conference on VLSI Design,NULL,NULL,A4
1313,1,VMV,"Vision, Modeling & Visualization","Vision, Modeling & Visualization",NULL,NULL,B3
1314,1,VNC,IEEE Vehicular Networking Conference,IEEE Vehicular Networking Conference (VNC),18,24,A3
1315,1,VOILA,Visualization and Interaction for Ontologies and Linked Data,Visualization and Interaction for Ontologies and Linked Data,NULL,NULL,B4
