Sigla,Ano Dados,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Origem Cadastro,Anais,SOL ID,GS ID,DBLP ID
KES,2025,International Conference on Knowledge-Based and Intelligent Information & Engineering Systems,,,,,,Qualis 2017-2020,,,,
KESAMSTA,2025,International KES Conference on Agents and Multi-Agent Systems: Technologies and Applications,,,,,,Qualis 2017-2020,,,,
KESW,2025,International Conference on Knowledge Engineering and Semantic Web,,,,,,Qualis 2017-2020,,,,
KMO,2025,International Conference on Knowledge Management in Organizations,,,,,,Qualis 2017-2020,,,,
KR,2025,International Conference on Principles of Knowledge Representation and Reasoning,,,,,,Qualis 2017-2020,,,,
L@S,2025,ACM Conference on Learning @ Scale,,,,,,Qualis 2017-2020,,,,
LA-CCI,2025,Latin American Conference on Computational Intelligence,,,,,,Qualis 2017-2020,,,,
LAC,2025,Linux Audio Conference,,,,,,Qualis 2017-2020,,,,
LACLO,2025,Latin American Conference on Learning Objects and Technologies,,,,,,Qualis 2017-2020,,,,
LADC,2025,Latin-American Symposium on Dependable Computing,,,,,,Qualis 2017-2020,,,,
LAGIRS,2025,IEEE Latin American GRSS & ISPRS Remote Sensing Conference,,,,,,Qualis 2017-2020,,,,
LAGOS,2025,"Latin-American Algorithms, Graphs and Optimization Symposium",,,,,,Qualis 2017-2020,,,,
LAK,2025,International Learning Analytics and Knowledge Conference,,,,,,Qualis 2017-2020,,,,
LANC,2025,Latin American Networking Conference,,,,,,Qualis 2017-2020,,,,
LANMAN,2025,IEEE International Symposium on Local and Metropolitan Area Networks,,,,,,Qualis 2017-2020,,,,
LANOMS,2025,Latin American Network Operations and Management Symposium,,,,,,Qualis 2017-2020,,,,
LARS,2025,IEEE Latin American Robotics Symposium,,,,,,Qualis 2017-2020,,,,
LASCAS,2025,IEEE Latin American Symposium on Circuits and Systems,,,,,,Qualis 2017-2020,,,,
LATIN,2025,Latin American Theoretical Informatics Symposium,,,,,,Qualis 2017-2020,,,,
LATINCLOUD,2025,IEEE Latin America Conference on Cloud Computing and Communications,,,,,,Qualis 2017-2020,,,,
LATINCOM,2025,IEEE Latin-American Conference on Communications,,,,,,Qualis 2017-2020,,,,
LATINCRYPT,2025,International Conference on Cryptology and Information Security in Latin America,,,,,,Qualis 2017-2020,,,,
LATINOWARE,2025,Congresso Latino-americano de Software Livre e Tecnologias Abertas,,,,,,Qualis 2017-2020,,,,
LATS,2025,IEEE Latin American Test Symposium,,,,,,Qualis 2017-2020,,,,
LAW,2025,Linguistic Annotation Workshop,,,,,,Qualis 2017-2020,,,,
LAWCG,2025,Latin American Workshop on Cliques in Graphs,,,,,,Qualis 2017-2020,,,,
LAWCN,2025,Latin-American Workshop on Computational Neuroscience,,,,,,Qualis 2017-2020,,,,
LAWEB,2025,Latin American Web Congress,,,,,,Qualis 2017-2020,,,,
LCN,2025,IEEE Conference on Local Computer Networks,,,,,,Qualis 2017-2020,,,,
LCTES,2025,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems",,,,,,Qualis 2017-2020,,,,
LCTRTS,2025,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems",,,,,,Qualis 2017-2020,,,,
LDAV,2025,IEEE Symposium on Large Data Analysis and Visualization,,,,,,Qualis 2017-2020,,,,
LFCS,2025,Symposium on Logical Foundations of Computer Science,,,,,,Qualis 2017-2020,,,,
LICS,2025,ACM/IEEE Symposium on Logic in Computer Science,,,,,,Qualis 2017-2020,,,,
LIDTA,2025,Workshop on Learning with Imbalanced Domains: Theory and Applications,,,,,,Qualis 2017-2020,,,,
LINKDEM,2025,Workshop on Linked Democracy : Artificial Intelligence for Democratic Innovation,,,,,,Qualis 2017-2020,,,,
LION,2025,Learning and Intelligent Optimization Conference,,,,,,Qualis 2017-2020,,,,
LMCS,2025,Logical Methods in Computer Science,,,,,,Qualis 2017-2020,,,,
LocalRec,2025,"International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising",,,,,,Qualis 2017-2020,,,,
LocWeb,2025,International Workshop on Location and the Web,,,,,,Qualis 2017-2020,,,,
LoPaS,2025,Location Privacy and Security Workshop,,,,,,Qualis 2017-2020,,,,
LOPSTR,2025,International Symposium on Logic-based Program Synthesis and Transformation,,,,,,Qualis 2017-2020,,,,
LREC,2025,International Conference on Language Resources and Evaluation,,,,,,Qualis 2017-2020,,,,
LSFA,2025,"International Workshop on Logical and Semantic Frameworks, with Applications",,,,,,Qualis 2017-2020,,,,
LTEC,2025,International Workshop on Learning Technology for Education Challenges,,,,,,Qualis 2017-2020,,,,
M4IOT,2025,Workshop on Middleware for Context-Aware Applications in the IoT,,,,,,Qualis 2017-2020,,,,
MABS,2025,International Workshop on Multi-Agent Based Simulation,,,,,,Qualis 2017-2020,,,,
MANSDNNFV,2025,International Workshop on Management of SDN and NFV Systems,,,,,,Qualis 2017-2020,,,,
MASCOTS,2025,"International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",,,,,,Qualis 2017-2020,,,,
MASS,2025,IEEE International Conference on Mobile Adhoc and Sensor Systems,,,,,,Qualis 2017-2020,,,,
MASS2,2025,IEEE International Conference on Mobile Ad-Hoc and Smart Systems,,,,,,Qualis 2017-2020,,,,
MATES,2025,German Conference on Multiagent System Technologies,,,,,,Qualis 2017-2020,,,,
MCDM,2025,International Conference on Multiple Criteria Decision Making,,,,,,Qualis 2017-2020,,,,
MCM,2025,International Conference on Mathematics and Computation in Music,,,,,,Qualis 2017-2020,,,,
MCPR2,2025,Mexican Conference on Pattern Recognition,,,,,,Qualis 2017-2020,,,,
MCSoC,2025,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,,,,,,Qualis 2017-2020,,,,
MDAI,2025,International Conference on Modeling Decisions for Artificial Intelligence,,,,,,Qualis 2017-2020,,,,
MDM,2025,IEEE International Conference on Mobile Data Management,,,,,,Qualis 2017-2020,,,,
MED,2025,Mediterranean Conference on Control and Automation,,,,,,Qualis 2017-2020,,,,
MedComNet,2025,Mediterranean Communication and Computer Networking Conference,,,,,,Qualis 2017-2020,,,,
MEDES,2025,International Conference on Management of Emergent Digital EcoSystems,,,,,,Qualis 2017-2020,,,,
MEDHOCNET,2025,Mediterranean Ad Hoc Networking Workshop,,,,,,Qualis 2017-2020,,,,
MEDINFO,2025,World Congress on Medical and Health Informatics,,,,,,Qualis 2017-2020,,,,
MEMEA,2025,IEEE International Symposium on Medical Measurements and Applications,,,,,,Qualis 2017-2020,,,,
MEMSYS,2025,International Symposium on Memory Systems,,,,,,Qualis 2017-2020,,,,
MEPDaW,2025,Managing the Evolution and Preservation of the Data Web,,,,,,Qualis 2017-2020,,,,
MESA,2025,IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications,,,,,,Qualis 2017-2020,,,,
META,2025,International Workshop on Meta-Programming Techniques and Reflection,,,,,,Qualis 2017-2020,,,,
MetaLearn,2025,Workshop on Meta-Learning,,,,,,Qualis 2017-2020,,,,
MFCS,2025,International Symposium on Mathematical Foundations of Computer Science,,,,,,Qualis 2017-2020,,,,
MFI,2025,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,,,,,,Qualis 2017-2020,,,,
MIC,2025,Metaheuristics International Conference,,,,,,Qualis 2017-2020,,,,
MICAI,2025,Mexican International Conference on Artificial Intelligence,,,,,,Qualis 2017-2020,,,,
MICRO,2025,IEEE/ACM International Symposium on Microarchitecture,,,,,,Qualis 2017-2020,,,,
MIDDLEWARE,2025,International Middleware Conference,,,,,,Qualis 2017-2020,,,,
MIE,2025,Medical Informatics Europe,,,,,,Qualis 2017-2020,,,,
MIG,2025,ACM Siggraph Conference on Motion in Games,,,,,,Qualis 2017-2020,,,,
MILCOM,2025,Military Communications Conference,,,,,,Qualis 2017-2020,,,,
MISE,2025,Workshop on Modeling in Software Engineering,,,,,,Qualis 2017-2020,,,,
MIXDES,2025,International Conference on Mixed Design of Integrated Circuits and Systems,,,,,,Qualis 2017-2020,,,,
ML4H,2025,Machine Learning for Health,,,,,,Qualis 2017-2020,,,,
MLDM,2025,International Conference on Machine Learning and Data Mining in Pattern Recognition,,,,,,Qualis 2017-2020,,,,
MLOBD,2025,"International Workshop on Machine Learning, Optimization and Big Data",,,,,,Qualis 2017-2020,,,,
MLSP,2025,IEEE International Workshop on Machine Learning for Signal Processing,,,,,,Qualis 2017-2020,,,,
MMAR,2025,International Conference on Methods and Models in Automation and Robotics,,,,,,Qualis 2017-2020,,,,
MMM,2025,International Conference on Multimedia Modelling,,,,,,Qualis 2017-2020,,,,
MMRP,2025,International Workshop on Multilayer Music Representation and Processing,,,,,,Qualis 2017-2020,,,,
MMSP,2025,International Workshop on Multimedia and Signal Processing,,,,,,Qualis 2017-2020,,,,
MMSYS,2025,ACM Multimedia Systems Conference,,,,,,Qualis 2017-2020,,,,
MNR,2025,Mostra Nacional de Robótica,,,,,,Qualis 2017-2020,,,,
MobiArch,2025,Workshop on Mobility in the Evolving Internet Architecture,,,,,,Qualis 2017-2020,,,,
MOBICOM,2025,ACM/IEEE International Conference on Mobile Computing and Networking,,,,,,Qualis 2017-2020,,,,
MOBIHOC,2025,ACM International Symposium on Mobile Ad Hoc Networking and Computing,,,,,,Qualis 2017-2020,,,,
MOBILEHCI,2025,International Conference on Human-Computer Interaction with Mobile Devices and Services,,,,,,Qualis 2017-2020,,,,
MOBILESOFT,2025,International Conference on Mobile Software Engineering and Systems,,,,,,Qualis 2017-2020,,,,
MOBIQUITOUS,2025,"International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",,,,,,Qualis 2017-2020,,,,
MobiSys,2025,"Annual International Conference on Mobile Systems, Applications, and Services",,,,,,Qualis 2017-2020,,,,
MOBIWAC,2025,ACM International Symposium on Mobility Management and Wireless Access,,,,,,Qualis 2017-2020,,,,
MOCO,2025,International Conference on Movement and Computing,,,,,,Qualis 2017-2020,,,,
MODELS,2025,International Conference on Model Driven Engineering Languages and Systems,,,,,,Qualis 2017-2020,,,,
MODELSWARD,2025,International Conference on Model-Driven Engineering and Software Development,,,,,,Qualis 2017-2020,,,,
MODRE,2025,International Model-Driven Requirements Engineering,,,,,,Qualis 2017-2020,,,,
MODULARITY,2025,International Conference on Modularity,,,,,,Qualis 2017-2020,,,,
MoMM,2025,International Conference on Advances in Mobile Computing & Multimedia,,,,,,Qualis 2017-2020,,,,
MRS,2025,International Symposium on Multi-Robot and Multi-Agent Systems,,,,,,Qualis 2017-2020,,,,
MSN,2025,International Conference on Mobile Ad-Hoc and Sensor Networks,,,,,,Qualis 2017-2020,,,,
MSR,2025,Working Conference on Mining Software Repositories,,,,,,Qualis 2017-2020,,,,
MSSiS,2025,Workshop deModelagem e Simulação de Sistemas Intensivos em Software,,,,,,Qualis 2017-2020,,,,
MSST,2025,IEEE Symposium on Mass Storage Systems and Technologies,,,,,,Qualis 2017-2020,,,,
MSWIM,2025,"ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",,,,,,Qualis 2017-2020,,,,
MTSR,2025,International Conference on Metadata and Semantics Research,,,,,,Qualis 2017-2020,,,,
MULTI,2025,International Workshop on Multi-Level Modeling,,,,,,Qualis 2017-2020,,,,
MULTITEMP,2025,International Workshop on the Analysis of Multitemporal Remote Sensing Images,,,,,,Qualis 2017-2020,,,,
MUM,2025,International Conference on Mobile and Ubiquitous Multimedia,,,,,,Qualis 2017-2020,,,,
MVA,2025,IAPR International Conference on Machine Vision Applications,,,,,,Qualis 2017-2020,,,,
MWE,2025,Workshop on Multiword Expressions,,,,,,Qualis 2017-2020,,,,
MWSCAS,2025,International Midwest Symposium on Circuits and Systems,,,,,,Qualis 2017-2020,,,,
NAACL,2025,North American Chapter of the Association for Computational Linguistics Annual Meeting,,,,,,Qualis 2017-2020,,,,
NAFIPS,2025,Annual Conference of the North American Fuzzy Information Processing Society,,,,,,Qualis 2017-2020,,,,
NCA,2025,IEEE International Symposium on Network Computing and Applications,,,,,,Qualis 2017-2020,,,,
NDSS,2025,Network and Distributed System Security Symposium,,,,,,Qualis 2017-2020,,,,
NESY@HLAI,2025,Workshop on Neural-Symbolic Learning and Reasoning,,,,,,Qualis 2017-2020,,,,
NETSOFT,2025,IEEE Conference on Network Softwarization,,,,,,Qualis 2017-2020,,,,
NetSys,2025,International Conference on Networked Systems,,,,,,Qualis 2017-2020,,,,
NETWORKING,2025,IFIP Networking Conference,,,,,,Qualis 2017-2020,,,,
NETWORKS,2025,International Telecommunications Network Strategy and Planning Symposium,,,,,,Qualis 2017-2020,,,,
NeurIPS,2025,Neural Information Processing Systems,,,,,,Qualis 2017-2020,,,,
NEW2AN,2025,"International Conference on Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,,,,,Qualis 2017-2020,,,,
NEWCAS,2025,IEEE International New Circuits and Systems Conference,,,,,,Qualis 2017-2020,,,,
NFM,2025,NASA Formal Methods Symposium,,,,,,Qualis 2017-2020,,,,
NFV-SDN,2025,IEEE Conference on Network Function Virtualization and Software Defined Networks,,,,,,Qualis 2017-2020,,,,
NHT,2025,Workshop on Narrative and Hypertext,,,,,,Qualis 2017-2020,,,,
NIME,2025,International Conference on New Interfaces for Musical Expression,,,,,,Qualis 2017-2020,,,,
NLDB,2025,International Conference on Application of Natural Language to Information Systems,,,,,,Qualis 2017-2020,,,,
NOCS,2025,ACM/IEEE International Symposium on Networks-on-Chip,,,,,,Qualis 2017-2020,,,,
NOF,2025,International Conference on Network of the Future,,,,,,Qualis 2017-2020,,,,
NOMS,2025,IEEE/IFIP Network Operations and Management Symposium,,,,,,Qualis 2017-2020,,,,
NORCAS,2025,Nordic Circuits and Systems Conference,,,,,,Qualis 2017-2020,,,,
NordiCHI,2025,Nordic Conference on Human-Computer Interaction,,,,,,Qualis 2017-2020,,,,
NSDI,2025,Networked Systems Design and Implementation,,,,,,Qualis 2017-2020,,,,
NSS,2025,Network and System Security,,,,,,Qualis 2017-2020,,,,
NSV,2025,International Workshop on Numerical Software Verification,,,,,,Qualis 2017-2020,,,,
NTMS,2025,"IFIP International Conference on New Technologies, Mobility and Security",,,,,,Qualis 2017-2020,,,,
OCEAN,2025,IEEE Oceans Conference,,,,,,Qualis 2017-2020,,,,
OM,2025,International Workshop on Ontology Matching,,,,,,Qualis 2017-2020,,,,
ONDM,2025,Conference on Optical Network Design and Modeling,,,,,,Qualis 2017-2020,,,,
ONTOBRAS,2025,Seminar on Ontology Research in Brazil,,,,,,Qualis 2017-2020,,,,
Onward!,2025,Onward!,,,,,,Qualis 2017-2020,,,,
OOPSLA,2025,"Conference on Object-Oriented Programming Systems, Languages, and Applications",,,,,,Qualis 2017-2020,,,,
OpenSym,2025,International Symposium on Open Collaboration,,,,,,Qualis 2017-2020,,,,
OPODIS,2025,International Conference on Principles of Distributed Systems,,,,,,Qualis 2017-2020,,,,
OR,2025,International Conference on Operations Research,,,,,,Qualis 2017-2020,,,,
OSDI,2025,USENIX Symposium on Operating Systems Design and Implementation,,,,,,Qualis 2017-2020,,,,
OSS,2025,International Conference on Open Source Systems,,,,,,Qualis 2017-2020,,,,
OzCHI,2025,Australian Conference on Human-Computer Interaction,,,,,,Qualis 2017-2020,,,,
PAAMS,2025,"International Conference on Practical Applications of Agents, Multi-Agent Systems and Sustainability",,,,,,Qualis 2017-2020,,,,
PAAR,2025,Practical Aspects of Automated Reasoning,,,,,,Qualis 2017-2020,,,,
PACBB,2025,International Conference on Practical Applications of Computational Biology & Bioinformatics,,,,,,Qualis 2017-2020,,,,
PacificVis,2025,IEEE Pacific Visualization Symposium,,,,,,Qualis 2017-2020,,,,
PACIS,2025,Pacific Asia Conference on Information Systems,,,,,,Qualis 2017-2020,,,,
PACT,2025,International Conference on Parallel Computing Technologies,,,,,,Qualis 2017-2020,,,,
PACTT,2025,International Conference on Parallel Architectures and Compilation Techniques,,,,,,Qualis 2017-2020,,,,
PAKDD,2025,Pacific-Asia Conference on Knowledge Discovery and Data Mining,,,,,,Qualis 2017-2020,,,,
PAM,2025,Passive and Active Network Measurement Conference,,,,,,Qualis 2017-2020,,,,
ParCO,2025,International Conference on Parallel Computing,,,,,,Qualis 2017-2020,,,,
PATAT,2025,International Conference on the Practice and Theory of Automated Timetabling,,,,,,Qualis 2017-2020,,,,
PATMOS,2025,"International Workshop on Power and Timing Modeling, Optimization and Simulation",,,,,,Qualis 2017-2020,,,,
PATTERNS,2025,International Conferences on Pervasive Patterns and Applications,,,,,,Qualis 2017-2020,,,,
PDC,2025,Participatory Design Conference,,,,,,Qualis 2017-2020,,,,
PDCAT,2025,"International Conference on Parallel and Distributed Computing, Applications and Technologies",,,,,,Qualis 2017-2020,,,,
PDES,2025,IFAC International Conference on Programmable Devices and Embedded Systems,,,,,,Qualis 2017-2020,,,,
PDP,2025,"Euromicro International Conference on Parallel, Distributed and Network-Based Processing",,,,,,Qualis 2017-2020,,,,
PE-WASUN,2025,"ACM International Symposium on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks",,,,,,Qualis 2017-2020,,,,
PECCS,2025,Pervasive and Embedded Computing and Communication Systems,,,,,,Qualis 2017-2020,,,,
PERCOM,2025,International Conference on Pervasive Computing and Communications,,,,,,Qualis 2017-2020,,,,
PerComW,2025,IEEE International Conference on Pervasive Computing and Communication Workshops,,,,,,Qualis 2017-2020,,,,
PervasiveHealth,2025,International Conference on Pervasive Computing Technologies for Healthcare,,,,,,Qualis 2017-2020,,,,
PESOS,2025,International Workshop on Principles of Engineering Service-Oriented and Cloud Systems,,,,,,Qualis 2017-2020,,,,
PETRA,2025,ACM International Conference on PErvasive Technologies Related to Assistive Environments,,,,,,Qualis 2017-2020,,,,
PG,2025,Pacific Conference on Computer Graphics and Applications,,,,,,Qualis 2017-2020,,,,
PGM,2025,International Conference on Probabilistic Graphical Models,,,,,,Qualis 2017-2020,,,,
PIMRC,2025,"International Symposium on Personal, Indoor and Mobile Radio Communications",,,,,,Qualis 2017-2020,,,,
PKC,2025,International Conference on Practice and Theory in Public Key Cryptography,,,,,,Qualis 2017-2020,,,,
PLATIAL,2025,International Symposium on Platial Information Science,,,,,,Qualis 2017-2020,,,,
PLDI,2025,SIGPLAN Conference on Programming Language Design and Implementation,,,,,,Qualis 2017-2020,,,,
PLOP,2025,Conference on Pattern Languages of Programs,,,,,,Qualis 2017-2020,,,,
PODC,2025,ACM Symposium on Principles of Distributed Computing,,,,,,Qualis 2017-2020,,,,
PODS,2025,Symposium on Principles of Database Systems,,,,,,Qualis 2017-2020,,,,
PoEM,2025,IFIP WG 8.1 Working Conference on the Practice of Enterprise Modelling,,,,,,Qualis 2017-2020,,,,
POPL,2025,Symposium on Principles of Programming Languages,,,,,,Qualis 2017-2020,,,,
POST,2025,International Conference on Principles of Security and Trust,,,,,,Qualis 2017-2020,,,,
PP,2025,SIAM Conference on Parallel Processing for Scientific Computing,,,,,,Qualis 2017-2020,,,,
PPAM,2025,International Conference on Parallel Processing and Applied Mathematics,,,,,,Qualis 2017-2020,,,,
PPDP,2025,International Symposium on Principles and Practice of Declarative Programming,,,,,,Qualis 2017-2020,,,,
PPOPP,2025,ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming,,,,,,Qualis 2017-2020,,,,
PPSN,2025,International Conference on Parallel Problem Solving from Nature,,,,,,Qualis 2017-2020,,,,
PRDC,2025,Pacific Rim International Symposium on Dependable Computing,,,,,,Qualis 2017-2020,,,,
PredictGIS,2025,International Workshop on Prediction of Human Mobility,,,,,,Qualis 2017-2020,,,,
PRIMA,2025,nternational Conference on Principles and Practice of Multi-Agent Systems,,,,,,Qualis 2017-2020,,,,
PrivOn,2025,"Workshop on Society, Privacy and the Semantic Web",,,,,,Qualis 2017-2020,,,,
PROFES,2025,International Conference on Product-Focused Software Process Improvement,,,,,,Qualis 2017-2020,,,,
PROMISE,2025,International Conference on Predictive Models and Data Analytics in Software Engineering,,,,,,Qualis 2017-2020,,,,
PROPOR,2025,International Conference on Computational Processing of the Portuguese Language,,,,,,Qualis 2017-2020,,,,
PSB,2025,Pacific Symposium on Biocomputing,,,,,,Qualis 2017-2020,,,,
PSCC,2025,Power Systems Computation Conference,,,,,,Qualis 2017-2020,,,,
PST,2025,"International Conference on Privacy, Security and Trust",,,,,,Qualis 2017-2020,,,,
Q2SWinet,2025,ACM Symposium on QoS and Security for Wireless and Mobile Networks,,,,,,Qualis 2017-2020,,,,
QoMEX,2025,International Workshop on Quality of Multimedia Experience,,,,,,Qualis 2017-2020,,,,
QUATIC,2025,International Conference on Quality of Information and Communications Technology,,,,,,Qualis 2017-2020,,,,
RADECS,2025,European Conference on Radiation and its Effects on Components and Systems,,,,,,Qualis 2017-2020,,,,
RAHA,2025,IEEE Internacional Conference on Robotics and Automation for Humanitarian Applications,,,,,,Qualis 2017-2020,,,,
RAID,2025,"International Symposium on Research in Attacks, Intrusions, and Defenses",,,,,,Qualis 2017-2020,,,,
RANLP,2025,International Conference on Recent Advances in Natural Language Processing,,,,,,Qualis 2017-2020,,,,
RCAR,2025,IEEE International Conference on Real-time Computing and Robotics,,,,,,Qualis 2017-2020,,,,
RCIS,2025,International Conference on Research Challenges in Information Science,,,,,,Qualis 2017-2020,,,,
RE,2025,IEEE International Requirements Engineering Conference,,,,,,Qualis 2017-2020,,,,
REBLS,2025,Workshop on Reactive and Event-Based Languages and Systems,,,,,,Qualis 2017-2020,,,,
RECOMB,2025,International Conference on Research in Computational Molecular Biology,,,,,,Qualis 2017-2020,,,,
RECONFIG,2025,International Conference on Reconfigurable Computing and FPGAs,,,,,,Qualis 2017-2020,,,,
RECOSOC,2025,International Symposium on Reconfigurable Communication-centric Systems-on-Chip,,,,,,Qualis 2017-2020,,,,
RECSYS,2025,ACM Conference on Recommender Systems,,,,,,Qualis 2017-2020,,,,
REFSQ,2025,International Working Conference on Requirements Engineering: Foundations for Software Quality,,,,,,Qualis 2017-2020,,,,
RICE,2025,International Conference on Research in Intelligent and Computing in Engineering,,,,,,Qualis 2017-2020,,,,
RITA,2025,International Conference on Robot Intelligence Technology and Applications,,,,,,Qualis 2017-2020,,,,
RO-MAN,2025,IEEE International Symposium on Robot and Human Interactive Communication,,,,,,Qualis 2017-2020,,,,
ROBIO,2025,IEEE International Conference on Robotics and Biomimetics,,,,,,Qualis 2017-2020,,,,
ROBOCUP,2025,Robocup International Symposium,,,,,,Qualis 2017-2020,,,,
RoboSoft,2025,IEEE International Conference on Soft Robotics,,,,,,Qualis 2017-2020,,,,
ROBOT,2025,Iberian Robotics Conference,,,,,,Qualis 2017-2020,,,,
RoMoCo,2025,International Workshop on Robot Motion and Control,,,,,,Qualis 2017-2020,,,,
ROOTS,2025,Reversing and Offensive-Oriented Trends Symposium,,,,,,Qualis 2017-2020,,,,
ROSE,2025,IEEE International Symposium on Robotic and Sensors Environments,,,,,,Qualis 2017-2020,,,,
RSP,2025,IEEE International Symposium on Rapid System Prototyping,,,,,,Qualis 2017-2020,,,,
RSS,2025,Robotics: Science and Systems,,,,,,Qualis 2017-2020,,,,
RTAS,2025,IEEE REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM,,,,,,Qualis 2017-2020,,,,
RTCSA,2025,International Conference on Embedded and Real-Time Computing Systems and Applications,,,,,,Qualis 2017-2020,,,,
RTIS,2025,International Conference on Real Time Intelligent Systems,,,,,,Qualis 2017-2020,,,,
RTSS,2025,Real-Time Systems Symposium,,,,,,Qualis 2017-2020,,,,
RuleML+RR,2025,International Joint Conference on Rules and Reasoning,,,,,,Qualis 2017-2020,,,,
S&P,2025,IEEE Symposium on Security and Privacy,,,,,,Qualis 2017-2020,,,,
SAC,2025,ACM Symposium on Applied Computing,,,,,,Qualis 2017-2020,,,,
SACI,2025,IEEE International Symposium on Applied Computational Intelligence and Informatics,,,,,,Qualis 2017-2020,,,,
SACMAT,2025,ACM Symposium on Access Control Models and Technologies,,,,,,Qualis 2017-2020,,,,
SACRYPT,2025,Workshop on Selected Areas in Cryptography,,,,,,Qualis 2017-2020,,,,
SAFECOMP,2025,"International Conference on Computer Safety, Reliability, and Security",,,,,,Qualis 2017-2020,,,,
SAMOS,2025,"International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation",,,,,,Qualis 2017-2020,,,,
SANER,2025,"IEEE International Conference on Software Analysis, Evolution and Reengineering",,,,,,Qualis 2017-2020,,,,
SARNOFF,2025,IEEE Sarnoff Symposium,,,,,,Qualis 2017-2020,,,,
SAS,2025,IEEE Sensors Applications Symposium,,,,,,Qualis 2017-2020,,,,
SAST,2025,Brazilian Symposium on Systematic and Automated Software Testing,,,,,,Qualis 2017-2020,,,,
SAT,2025,International Conference on Theory and Applications of Satisfiability Testing,,,,,,Qualis 2017-2020,,,,
SBAC-PAD,2025,International Symposium on Computer Architecture and High Performance Computing,,,,,,Qualis 2017-2020,,,,
SBACPADW,2025,International Symposium on Computer Architecture and High Performance Computing Workshop,,,,,,Qualis 2017-2020,,,,
SBAI,2025,Simpósio Brasileiro de Automação Inteligente,,,,,,Qualis 2017-2020,,,,
SBBD,2025,Simpósio Brasileiro de Banco de Dados,,,,,,Qualis 2017-2020,,,,
SBCARS,2025,"Brazilian Symposium on Components, Architectures and Reuse Software",,,,,,Qualis 2017-2020,,,,
SBCAS,2025,Simpósio Brasileiro de Computação Aplicada à Saúde,,,,,,Qualis 2017-2020,,,,
SBCCI,2025,Symposium on Integrated Circuits and Systems Design,,,,,,Qualis 2017-2020,,,,
SBCM,2025,Simpósio Brasileiro de Computação Musical,,,,,,Qualis 2017-2020,,,,
SBCUP,2025,Simpósio Brasileiro de Computação Ubíqua e Pervasiva,,,,,,Qualis 2017-2020,,,,
SBES,2025,Brazilian Symposium on Software Engineering,,,,,,Qualis 2017-2020,,,,
SBESC,2025,Brazilian Symposium on Computing Systems Engineering,,,,,,Qualis 2017-2020,,,,
SBGAMES,2025,Simpósio Brasileiro de Jogos e Entretenimento Digital,,,,,,Qualis 2017-2020,,,,
SBIAGRO,2025,Congresso Brasileiro de Agroinformática,,,,,,Qualis 2017-2020,,,,
SBIE,2025,Simpósio Brasileiro de Informática na Educação,,,,,,Qualis 2017-2020,,,,
SBLP,2025,Brazilian Symposium on Programming Languages,,,,,,Qualis 2017-2020,,,,
SBMF,2025,Brazilian Symposium on Formal Methods,,,,,,Qualis 2017-2020,,,,
SBMICRO,2025,Symposium on Microelectronics Technology and Devices,,,,,,Qualis 2017-2020,,,,
SBPO,2025,Simpósio Brasileiro de Pesquisa Operacional,,,SOBRAPO,,,Qualis 2017-2020,,,,
SBQS,2025,Simpósio Brasileiro de Qualidade de Software,,,,,,Qualis 2017-2020,,,,
SBRC,2025,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,,,,,,Qualis 2017-2020,,,,
SBrT,2025,Simpósio Brasileiro de Telecomunicações e Processamento de Sinais,,,,,,Qualis 2017-2020,,,,
SBSC,2025,Simpósio Brasileiro de Sistemas Colaborativos,,,,,,Qualis 2017-2020,,,,
SBSeg,2025,Simpósio Brasileiro de Segurança da Informação e de Sistemas Computacionais,,,,,,Qualis 2017-2020,,,,
SBSI,2025,Simpósio Brasileiro de Sistemas de Informação,,,,,,Qualis 2017-2020,,,,
SBSR,2025,Simpósio Brasileiro de Sensoriamento Remoto,,,,,,Qualis 2017-2020,,,,
SBTI,2025,Simpósio Brasileiro de Tecnologia da Informação,,,,,,Qualis 2017-2020,,,,
SC,2025,"International Conference for High Performance Computing, Networking, Storage and Analysis",,,,,,Qualis 2017-2020,,,,
SCA,2025,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,,,,,,Qualis 2017-2020,,,,
SCAM,2025,IEEE International Working Conference on Source Code Analysis and Manipulation,,,,,,Qualis 2017-2020,,,,
